f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,label,label_name,confidence,style,reason,payload
0.0,0.0,1.0,0.0,0.1796014492753623,0.695,0.07095238095238095,0.02482712655169541,0.2563429010763711,0.13593456347172392,0.12,0.42857142857142855,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.5,0.08333333333333337,1.0,0.125,0.0,0.0,0.0,0.0,0.35,1.0,1,CHECK_CALL,0.62,pot_odds,Marginal call justified by price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""Ks"",""8d""],""communityCards"":[""9s"",""As"",""3c"",""3h""],""pot"":3902,""toCall"":298,""botStack"":12003,""opponentStack"":6365,""position"":""SMALL_BLIND"",""playersCount"":5,""actions"":[],""opponentStyle"":""TIGHT_PASSIVE"",""minRaise"":100,""scenario"":""draw_pressure""}"
0.0,0.0,1.0,0.0,0.10615942028985509,0.40900000000000003,0.0,0.0,0.24324769433465085,0.24324769433465085,0.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4166666666666667,0.5,0.25,0.0,0.0,0.4,0.8,0.2,0.0,0.85,0.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""5c"",""7s""],""communityCards"":[""Qh"",""8s"",""4c"",""Ks""],""pot"":506,""toCall"":0,""botStack"":1477,""opponentStack"":2324,""position"":""BIG_BLIND"",""playersCount"":2,""actions"":[""CALL"",""RAISE"",""CALL"",""CALL"",""RAISE"",""CHECK"",""CALL""],""opponentStyle"":""UNKNOWN"",""minRaise"":20,""scenario"":""value_spot""}"
0.0,1.0,0.0,0.0,0.054275362318840586,0.187,0.0,0.0,0.06385647973905408,0.06385647973905408,0.12,0.42857142857142855,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,0.3333333333333333,0.75,0.0,0.0,0.6,0.4,0.4,0.0,0.8833333333333333,0.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""3d"",""2s""],""communityCards"":[""6d"",""4h"",""7c""],""pot"":2657,""toCall"":0,""botStack"":2036,""opponentStack"":4798,""position"":""EARLY"",""playersCount"":5,""actions"":[""CHECK"",""RAISE"",""RAISE"",""CALL"",""CHECK"",""RAISE"",""CALL""],""opponentStyle"":""UNKNOWN"",""minRaise"":100,""scenario"":""trash""}"
0.0,0.0,1.0,0.0,0.11311594202898552,0.187,0.22142857142857142,0.07921635434412266,0.29918450560652393,0.12130479102956167,1.0,0.2857142857142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08333333333333333,0.75,0.25,0.0,0.0,0.0,0.0,1.0,0.2,0.18333333333333332,0.75,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""3h"",""2c""],""communityCards"":[""Kc"",""Jd"",""Ad"",""5d""],""pot"":327,""toCall"":93,""botStack"":1174,""opponentStack"":476,""position"":""BUTTON"",""playersCount"":4,""actions"":[""CHECK"",""CHECK"",""FOLD"",""CHECK"",""CHECK"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":20,""scenario"":""draw_pressure""}"
0.0,0.0,0.0,1.0,0.2031521739130435,0.567,0.1540983606557377,0.021569527306103717,0.7038113695090439,0.05523255813953488,0.12,0.42857142857142855,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,0.4,0.25,1.0,0.125,0.2,0.2,0.6,0.4,0.4666666666666666,0.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""8c"",""7c""],""communityCards"":[""As"",""10h"",""5s"",""9h"",""10d""],""pot"":258,""toCall"":47,""botStack"":2179,""opponentStack"":171,""position"":""SMALL_BLIND"",""playersCount"":5,""actions"":[""CHECK"",""CALL"",""RAISE"",""FOLD"",""CHECK"",""FOLD"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":20,""scenario"":""speculative""}"
0.0,0.0,0.0,1.0,0.3041304347826087,1.0,0.0,0.0,0.07732617586912065,0.07732617586912065,0.12,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.6,0.41666666666666663,1.0,0.25,0.0,0.2,0.0,0.6,0.39999999999999997,1.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""Ac"",""As""],""communityCards"":[""Qs"",""5s"",""5c"",""7d"",""Js""],""pot"":652,""toCall"":0,""botStack"":605,""opponentStack"":706,""position"":""EARLY"",""playersCount"":2,""actions"":[""FOLD"",""CALL"",""FOLD"",""FOLD""],""opponentStyle"":""TIGHT_PASSIVE"",""minRaise"":50,""scenario"":""balanced""}"
0.0,0.0,0.0,1.0,0.47782608695652173,0.6419999999999999,0.24726477024070023,0.03744201457919152,0.7311046511627907,0.20227713178294573,0.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.4,0.25,1.0,0.5,0.4,0.4,0.2,0.0,0.75,0.0,3,ALL_IN,0.9,value,Very strong hand with short effective stack,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""10c"",""9d""],""communityCards"":[""8c"",""3h"",""Jd"",""7s"",""2c""],""pot"":344,""toCall"":113,""botStack"":3018,""opponentStack"":835,""position"":""BIG_BLIND"",""playersCount"":2,""actions"":[""CHECK"",""CALL"",""CALL"",""RAISE"",""RAISE""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":50,""scenario"":""speculative""}"
0.0,1.0,0.0,0.0,0.17634057971014494,0.535,0.3227132579650565,0.21144781144781144,0.1877845220030349,0.1877845220030349,0.12,0.5714285714285714,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.25,1.0,0.125,0.0,0.4,0.6,0.0,0.35,1.0,0,FOLD,0.64,discipline,Weak hand with insufficient equity,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""4d"",""10d""],""communityCards"":[""Kd"",""8h"",""4h""],""pot"":659,""toCall"":314,""botStack"":1485,""opponentStack"":1496,""position"":""BIG_BLIND"",""playersCount"":6,""actions"":[""CHECK"",""CHECK"",""CHECK"",""CALL"",""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":20,""scenario"":""balanced""}"
0.0,1.0,0.0,0.0,0.1796014492753623,0.59,0.22018348623853212,0.43636363636363634,0.05392156862745098,0.05392156862745098,0.12,0.42857142857142855,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.8333333333333334,0.6666666666666666,0.5833333333333333,1.0,0.125,0.0,0.2,0.0,0.0,0.39999999999999997,0.0,0,FOLD,0.76,discipline,Weak hand facing costly or aggressive action,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""5s"",""Qd""],""communityCards"":[""5d"",""10d"",""9h""],""pot"":510,""toCall"":144,""botStack"":330,""opponentStack"":1199,""position"":""BIG_BLIND"",""playersCount"":5,""actions"":[""CALL""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":20,""scenario"":""draw_pressure""}"
0.0,1.0,0.0,0.0,0.10659420289855073,0.74,0.0,0.0,0.1214416896235078,0.1214416896235078,0.12,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,1.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.4,0.4,0.0,0.3833333333333333,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""8c"",""Ah""],""communityCards"":[""3c"",""5h"",""Qh""],""pot"":726,""toCall"":0,""botStack"":1058,""opponentStack"":4416,""position"":""EARLY"",""playersCount"":2,""actions"":[""CHECK"",""CHECK"",""CALL"",""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":50,""scenario"":""draw_pressure""}"
0.0,1.0,0.0,0.0,0.2031521739130435,0.8920000000000001,0.0,0.0,1.0,1.0,0.12,0.5714285714285714,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9166666666666666,0.6666666666666666,0.25,1.0,0.125,0.2,0.8,0.0,0.0,0.7166666666666667,1.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""Ks"",""Qs""],""communityCards"":[""Kc"",""6s"",""4s""],""pot"":62,""toCall"":0,""botStack"":3848,""opponentStack"":2626,""position"":""SMALL_BLIND"",""playersCount"":6,""actions"":[""RAISE"",""CALL"",""CALL"",""CALL"",""CALL""],""opponentStyle"":""CALLING_STATION"",""minRaise"":20,""scenario"":""premium_preflop""}"
0.0,1.0,0.0,0.0,0.4253985507246377,0.9019999999999999,0.0,0.0,0.1947983014861996,0.051751592356687894,1.0,0.14285714285714285,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,0.6666666666666666,0.8333333333333334,1.0,0.375,0.2,0.2,0.2,0.2,0.5333333333333333,1.0,3,ALL_IN,0.9,value,Very strong hand with short effective stack,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""Kh"",""Ac""],""communityCards"":[""Kc"",""Js"",""Ks""],""pot"":314,""toCall"":0,""botStack"":734,""opponentStack"":195,""position"":""LATE"",""playersCount"":3,""actions"":[""FOLD"",""RAISE"",""CHECK"",""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":20,""scenario"":""draw_pressure""}"
1.0,0.0,0.0,0.0,0.54,0.54,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.125,0.0,0.0,0.6,0.0,0.24999999999999994,0.75,2,RAISE,0.62,steal,Playable preflop hand pressures blinds (small_pair),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""4d"",""4h""],""communityCards"":[],""pot"":145,""toCall"":0,""botStack"":3002,""opponentStack"":1979,""position"":""BUTTON"",""playersCount"":2,""actions"":[""CHECK"",""CHECK"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":20,""scenario"":""draw_pressure""}"
1.0,0.0,0.0,0.0,0.464,0.464,0.3610223642172524,0.07014276846679081,0.67125,0.67125,0.12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.4833333333333333,0.0,0,FOLD,0.82,discipline,Weak preflop range folds versus pressure (marginal),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""7c"",""5c""],""communityCards"":[],""pot"":200,""toCall"":113,""botStack"":1611,""opponentStack"":9333,""position"":""SMALL_BLIND"",""playersCount"":2,""actions"":[""RAISE"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":100,""scenario"":""speculative""}"
0.0,1.0,0.0,0.0,0.25123188405797103,0.30500000000000005,0.1838124054462935,0.014522201637482818,1.0,0.3181186283595922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.4166666666666667,0.6666666666666666,0.75,1.0,0.25,0.0,0.0,0.0,0.0,0.35,0.0,0,FOLD,0.64,discipline,Weak hand with insufficient equity,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""7d"",""2c""],""communityCards"":[""5h"",""2s"",""5s""],""pot"":1079,""toCall"":243,""botStack"":16733,""opponentStack"":4119,""position"":""BUTTON"",""playersCount"":2,""actions"":[],""opponentStyle"":""UNKNOWN"",""minRaise"":100,""scenario"":""trash""}"
0.0,1.0,0.0,0.0,0.09920289855072466,0.545,0.24896265560165975,0.0259852750108272,1.0,0.7814610190300798,0.12,0.42857142857142855,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.75,0.3333333333333333,0.08333333333333337,0.0,0.0,0.0,0.2,0.2,0.0,0.36666666666666664,1.0,0,FOLD,0.64,discipline,Weak hand with insufficient equity,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""5s"",""Jc""],""communityCards"":[""Kc"",""2d"",""8s""],""pot"":543,""toCall"":180,""botStack"":6927,""opponentStack"":5092,""position"":""SMALL_BLIND"",""playersCount"":5,""actions"":[""CALL"",""CHECK""],""opponentStyle"":""CALLING_STATION"",""minRaise"":50,""scenario"":""draw_pressure""}"
0.0,0.0,0.0,1.0,0.49086956521739133,1.0,0.0,0.0,0.13151041666666666,0.13151041666666666,1.0,0.5714285714285714,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.4,0.08333333333333337,1.0,0.5,0.0,0.8,0.6,0.0,0.44999999999999996,1.0,3,ALL_IN,0.9,value,Very strong hand with short effective stack,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""Qc"",""Qd""],""communityCards"":[""10s"",""Js"",""Kh"",""3c"",""Ah""],""pot"":256,""toCall"":0,""botStack"":404,""opponentStack"":1659,""position"":""BUTTON"",""playersCount"":6,""actions"":[""CALL"",""CALL"",""CHECK"",""CHECK"",""CALL"",""CALL"",""CHECK""],""opponentStyle"":""CALLING_STATION"",""minRaise"":20,""scenario"":""premium_preflop""}"
1.0,0.0,0.0,0.0,0.72,0.72,0.0,0.0,0.06296464876346533,0.06296464876346533,1.0,0.2857142857142857,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.36666666666666664,1.0,1,CHECK_CALL,0.7,pot_control,Marginal preflop hand checks option (marginal),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""7d"",""Ac""],""communityCards"":[],""pot"":2197,""toCall"":0,""botStack"":1660,""opponentStack"":10153,""position"":""BUTTON"",""playersCount"":4,""actions"":[""CALL"",""CHECK""],""opponentStyle"":""PASSIVE"",""minRaise"":100,""scenario"":""balanced""}"
0.0,0.0,0.0,1.0,0.22018115942028987,0.306,0.0,0.0,0.1001375786163522,0.1001375786163522,0.12,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.41666666666666663,1.0,0.125,0.4,0.2,0.4,0.2,0.6666666666666666,0.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""3d"",""6s""],""communityCards"":[""As"",""7d"",""Ac"",""Js"",""Kd""],""pot"":848,""toCall"":0,""botStack"":1019,""opponentStack"":1165,""position"":""SMALL_BLIND"",""playersCount"":3,""actions"":[""CHECK"",""CALL"",""CHECK"",""FOLD"",""RAISE"",""RAISE""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":50,""scenario"":""value_spot""}"
0.0,1.0,0.0,0.0,0.17235507246376813,0.5279999999999999,0.4184322033898305,0.08212058212058213,0.7301153612629022,0.09775349119611415,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.75,1.0,0.125,0.6,0.6,0.2,0.0,0.9666666666666666,0.0,0,FOLD,0.76,discipline,Weak hand facing costly or aggressive action,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""6s"",""10d""],""communityCards"":[""8c"",""5s"",""6h""],""pot"":549,""toCall"":395,""botStack"":4810,""opponentStack"":644,""position"":""SMALL_BLIND"",""playersCount"":2,""actions"":[""CHECK"",""RAISE"",""RAISE"",""RAISE"",""CALL"",""CALL"",""CALL""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":50,""scenario"":""balanced""}"
0.0,1.0,0.0,0.0,0.09304347826086959,0.39899999999999997,0.0,0.0,0.2444550063371356,0.2444550063371356,0.12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.08333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""6s"",""4s""],""communityCards"":[""2d"",""10d"",""Kh""],""pot"":526,""toCall"":0,""botStack"":1543,""opponentStack"":1590,""position"":""EARLY"",""playersCount"":2,""actions"":[],""opponentStyle"":""UNKNOWN"",""minRaise"":100,""scenario"":""speculative""}"
0.0,1.0,0.0,0.0,0.20677536231884058,0.72,0.0,0.0,0.40374677002583975,0.40374677002583975,0.12,0.2857142857142857,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.5,0.0,1.0,0.3333333333333333,0.08333333333333337,1.0,0.125,0.0,0.0,0.0,0.2,0.35,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""7h"",""As""],""communityCards"":[""Kh"",""2s"",""Kd""],""pot"":258,""toCall"":0,""botStack"":1250,""opponentStack"":1947,""position"":""BIG_BLIND"",""playersCount"":4,""actions"":[""FOLD""],""opponentStyle"":""TIGHT_PASSIVE"",""minRaise"":20,""scenario"":""balanced""}"
0.0,0.0,0.0,1.0,0.30268115942028984,0.5940000000000001,0.13900589721988205,0.07890961262553801,0.1704990215264188,0.1704990215264188,1.0,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5833333333333334,0.4,0.41666666666666663,1.0,0.25,0.0,0.6,0.4,0.2,0.4333333333333333,1.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""9d"",""7d""],""communityCards"":[""8d"",""9s"",""6h"",""Kh"",""Ks""],""pot"":1022,""toCall"":165,""botStack"":2091,""opponentStack"":7992,""position"":""LATE"",""playersCount"":5,""actions"":[""CALL"",""CHECK"",""CALL"",""CALL"",""FOLD"",""CHECK""],""opponentStyle"":""CALLING_STATION"",""minRaise"":100,""scenario"":""speculative""}"
0.0,0.0,1.0,0.0,0.12434782608695653,0.843,0.0,0.0,0.17045454545454544,0.17045454545454544,0.12,0.14285714285714285,1.0,0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0,1.0,0.5,0.08333333333333337,0.0,0.0,0.0,0.2,0.4,0.2,0.3333333333333333,1.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""Ac"",""10c""],""communityCards"":[""Qs"",""2c"",""Ks"",""8h""],""pot"":286,""toCall"":0,""botStack"":585,""opponentStack"":1794,""position"":""BIG_BLIND"",""playersCount"":3,""actions"":[""CHECK"",""FOLD"",""CALL"",""CHECK""],""opponentStyle"":""PASSIVE"",""minRaise"":50,""scenario"":""premium_preflop""}"
0.0,0.0,0.0,1.0,0.6531521739130435,0.6050000000000001,0.13815789473684212,0.016067329762815608,0.8314249363867684,0.31615776081424934,0.12,0.14285714285714285,0.0,0.0,1.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.8333333333333334,0.6,0.08333333333333337,1.0,0.625,0.2,0.0,0.2,0.2,0.4833333333333333,0.0,1,CHECK_CALL,0.78,trap,Strong hand but facing pressure out of position,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""3d"",""Qd""],""communityCards"":[""Ad"",""3c"",""6c"",""6d"",""Kd""],""pot"":131,""toCall"":21,""botStack"":1307,""opponentStack"":497,""position"":""SMALL_BLIND"",""playersCount"":3,""actions"":[""CHECK"",""FOLD"",""RAISE""],""opponentStyle"":""AGGRESSIVE"",""minRaise"":20,""scenario"":""draw_pressure""}"
1.0,0.0,0.0,0.0,0.464,0.464,0.22752808988764045,0.02108825826607654,1.0,0.20818181818181816,0.12,0.2857142857142857,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4833333333333333,1.0,0,FOLD,0.82,discipline,Weak preflop range folds versus pressure (marginal),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""7h"",""5h""],""communityCards"":[],""pot"":275,""toCall"":81,""botStack"":3841,""opponentStack"":687,""position"":""SMALL_BLIND"",""playersCount"":4,""actions"":[""RAISE"",""CHECK"",""FOLD""],""opponentStyle"":""TIGHT_PASSIVE"",""minRaise"":50,""scenario"":""speculative""}"
0.0,0.0,0.0,1.0,0.47347826086956524,0.583,0.2804916482823826,0.06348979883007562,0.5116805373047161,0.19948167615710322,0.12,0.42857142857142855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.6,0.08333333333333337,1.0,0.5,0.2,0.4,0.6,0.0,0.5166666666666666,1.0,3,ALL_IN,0.9,value,Very strong hand with short effective stack,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""10c"",""6c""],""communityCards"":[""Kd"",""2s"",""8c"",""7d"",""9d""],""pot"":2283,""toCall"":890,""botStack"":14018,""opponentStack"":5465,""position"":""SMALL_BLIND"",""playersCount"":5,""actions"":[""CHECK"",""CHECK"",""CALL"",""RAISE"",""CALL"",""CHECK""],""opponentStyle"":""PASSIVE"",""minRaise"":100,""scenario"":""draw_pressure""}"
0.0,0.0,1.0,0.0,0.19663043478260872,0.64,0.0,0.0,0.678763440860215,0.06720430107526881,0.12,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.16666666666666663,1.0,0.125,0.4,0.4,0.4,0.2,0.7166666666666667,1.0,1,CHECK_CALL,0.68,draw,Draw has acceptable price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""TURN"",""holeCards"":[""3d"",""As""],""communityCards"":[""7h"",""4h"",""6c"",""Ac""],""pot"":434,""toCall"":0,""botStack"":3535,""opponentStack"":350,""position"":""SMALL_BLIND"",""playersCount"":2,""actions"":[""RAISE"",""RAISE"",""CALL"",""FOLD"",""CHECK"",""CALL"",""CHECK""],""opponentStyle"":""TIGHT_PASSIVE"",""minRaise"":20,""scenario"":""balanced""}"
0.0,1.0,0.0,0.0,0.3964130434782609,0.7999999999999999,0.1794470526864893,0.02156469408224674,0.8450942996397542,0.07220809493536766,0.12,0.14285714285714285,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.6666666666666667,1.0,0.375,0.6,0.0,0.2,0.2,0.8166666666666667,0.0,3,ALL_IN,0.9,value,Very strong hand with short effective stack,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""8s"",""8c""],""communityCards"":[""9h"",""8d"",""Qc""],""pot"":1573,""toCall"":344,""botStack"":15952,""opponentStack"":1363,""position"":""EARLY"",""playersCount"":3,""actions"":[""RAISE"",""FOLD"",""RAISE"",""RAISE"",""CHECK""],""opponentStyle"":""UNKNOWN"",""minRaise"":100,""scenario"":""trash""}"
1.0,0.0,0.0,0.0,0.43500000000000005,0.43500000000000005,0.07668301382077575,0.03808680248007086,0.18171575728311606,0.18171575728311606,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.36666666666666664,1.0,0,FOLD,0.82,discipline,Weak preflop range folds versus pressure (trash),"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""PREFLOP"",""holeCards"":[""9s"",""4h""],""communityCards"":[],""pot"":2071,""toCall"":172,""botStack"":4516,""opponentStack"":13890,""position"":""SMALL_BLIND"",""playersCount"":2,""actions"":[""CALL"",""CHECK""],""opponentStyle"":""PASSIVE"",""minRaise"":100,""scenario"":""draw_pressure""}"
0.0,0.0,0.0,1.0,0.2570289855072464,0.4630000000000001,0.12324324324324325,0.22007722007722008,0.053226469379367036,0.053226469379367036,0.12,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4,0.25,1.0,0.25,0.0,0.2,0.0,0.0,0.39999999999999997,1.0,1,CHECK_CALL,0.62,pot_odds,Marginal call justified by price,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""5h"",""9c""],""communityCards"":[""5c"",""3h"",""2d"",""2c"",""Jh""],""pot"":811,""toCall"":114,""botStack"":518,""opponentStack"":965,""position"":""EARLY"",""playersCount"":6,""actions"":[""CALL""],""opponentStyle"":""PASSIVE"",""minRaise"":20,""scenario"":""balanced""}"
0.0,1.0,0.0,0.0,0.1861231884057971,0.631,0.0,0.0,0.13776137761377613,0.13776137761377613,0.12,0.2857142857142857,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.75,0.3333333333333333,0.5833333333333333,1.0,0.125,0.0,0.0,0.0,0.2,0.35,0.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""FLOP"",""holeCards"":[""Jc"",""8s""],""communityCards"":[""8h"",""5d"",""10c""],""pot"":813,""toCall"":0,""botStack"":1344,""opponentStack"":17461,""position"":""EARLY"",""playersCount"":4,""actions"":[""FOLD""],""opponentStyle"":""UNKNOWN"",""minRaise"":100,""scenario"":""balanced""}"
0.0,0.0,0.0,1.0,0.2613768115942029,0.317,0.0,0.0,0.5684663536776212,0.37832550860719877,0.12,0.2857142857142857,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.4,0.25,1.0,0.25,0.0,0.2,0.2,0.0,0.36666666666666664,1.0,1,CHECK_CALL,0.66,pot_control,Weak or marginal hand takes free card,"{""gameId"":""sim"",""botId"":""bot_1"",""street"":""RIVER"",""holeCards"":[""5s"",""4c""],""communityCards"":[""4s"",""5d"",""Jc"",""2d"",""8s""],""pot"":213,""toCall"":0,""botStack"":1453,""opponentStack"":967,""position"":""BIG_BLIND"",""playersCount"":4,""actions"":[""CALL"",""CHECK""],""opponentStyle"":""PASSIVE"",""minRaise"":20,""scenario"":""balanced""}"
